#,Date-Time (CDT),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Button Down,Host Connected,End of File
106,05/29/2022 10:30:58,28.08,27.66,7.69,,,
107,05/29/2022 10:31:58,28.08,26.62,7.13,,,
108,05/29/2022 10:32:58,28.13,27.03,7.40,,,
109,05/29/2022 10:33:58,28.19,26.71,7.28,,,
110,05/29/2022 10:34:58,28.21,27.01,7.46,,,
111,05/29/2022 10:35:58,28.26,26.22,7.07,,,
112,05/29/2022 10:36:58,28.29,26.63,7.32,,,
113,05/29/2022 10:37:58,28.34,26.32,7.19,,,
114,05/29/2022 10:38:58,28.35,25.77,6.90,,,
115,05/29/2022 10:39:58,28.43,25.59,6.86,,,
116,05/29/2022 10:40:58,28.49,25.74,7.00,,,
117,05/29/2022 10:41:58,28.49,25.65,6.95,,,
118,05/29/2022 10:42:58,28.54,26.08,7.22,,,
119,05/29/2022 10:43:58,28.62,25.75,7.11,,,
120,05/29/2022 10:44:58,28.60,25.93,7.20,,,
121,05/29/2022 10:45:58,28.68,25.70,7.13,,,
122,05/29/2022 10:46:58,28.71,25.65,7.13,,,
123,05/29/2022 10:47:58,28.80,25.74,7.26,,,
124,05/29/2022 10:48:58,28.83,25.43,7.10,,,
125,05/29/2022 10:49:58,28.86,24.99,6.87,,,
126,05/29/2022 10:50:58,28.93,24.76,6.80,,,
127,05/29/2022 10:51:58,29.00,25.43,7.25,,,
128,05/29/2022 10:52:58,29.01,24.27,6.57,,,
129,05/29/2022 10:53:58,29.11,24.27,6.66,,,
130,05/29/2022 10:54:58,29.16,23.83,6.43,,,
131,05/29/2022 10:55:58,29.20,23.27,6.12,,,
132,05/29/2022 10:56:58,29.28,23.49,6.32,,,
133,05/29/2022 10:57:58,29.33,23.15,6.16,,,
134,05/29/2022 10:58:58,29.36,23.03,6.11,,,
135,05/29/2022 10:59:58,29.43,22.99,6.14,,,
136,05/29/2022 11:00:58,29.50,24.03,6.85,,,
137,05/29/2022 11:01:58,29.49,22.07,5.60,,,
138,05/29/2022 11:02:58,29.57,22.21,5.76,,,
139,05/29/2022 11:03:58,29.63,21.83,5.56,,,
140,05/29/2022 11:04:58,29.67,22.54,6.06,,,
141,05/29/2022 11:05:58,29.75,21.02,5.11,,,
142,05/29/2022 11:06:58,29.82,20.88,5.08,,,
143,05/29/2022 11:07:58,29.91,21.40,5.50,,,
144,05/29/2022 11:08:58,29.97,21.77,5.81,,,
145,05/29/2022 11:09:58,30.03,21.57,5.72,,,
146,05/29/2022 11:10:58,30.07,20.34,4.91,,,
147,05/29/2022 11:11:58,30.16,19.85,4.63,,,
148,05/29/2022 11:12:58,30.22,20.24,4.96,,,
149,05/29/2022 11:13:58,30.28,20.23,5.01,,,
150,05/29/2022 11:14:58,30.35,20.32,5.13,,,
151,05/29/2022 11:15:58,30.44,17.49,3.05,,,
152,05/29/2022 11:16:58,30.50,17.74,3.31,,,
153,05/29/2022 11:17:58,30.54,17.39,3.06,,,
154,05/29/2022 11:18:58,30.61,15.86,1.82,,,
155,05/29/2022 11:19:58,30.71,15.58,1.66,,,
156,05/29/2022 11:20:58,30.76,14.84,1.02,,,
157,05/29/2022 11:21:58,30.86,14.71,0.97,,,
158,05/29/2022 11:22:58,30.92,14.34,0.66,,,
159,05/29/2022 11:23:58,30.99,14.68,1.05,,,
160,05/29/2022 11:24:58,31.07,14.16,0.60,,,
161,05/29/2022 11:25:58,31.08,14.36,0.81,,,
162,05/29/2022 11:26:58,31.13,13.88,0.38,,,
163,05/29/2022 11:27:58,31.18,13.60,0.14,,,
164,05/29/2022 11:28:58,31.23,13.84,0.42,,,
165,05/29/2022 11:29:58,31.31,13.72,0.36,,,
166,05/29/2022 11:30:58,31.41,13.16,-0.13,,,
167,05/29/2022 11:31:58,31.54,13.31,0.12,,,
168,05/29/2022 11:32:58,31.65,14.30,1.20,,,
169,05/29/2022 11:33:58,31.72,13.28,0.24,,,
170,05/29/2022 11:34:58,31.87,12.96,0.02,,,
171,05/29/2022 11:35:58,31.89,12.75,-0.20,,,
172,05/29/2022 11:36:58,31.99,13.34,0.51,,,
173,05/29/2022 11:37:58,32.10,13.62,0.88,,,
174,05/29/2022 11:38:58,32.12,13.36,0.63,,,
175,05/29/2022 11:39:58,32.17,12.85,0.13,,,
176,05/29/2022 11:40:58,32.24,12.51,-0.19,,,
177,05/29/2022 11:41:58,32.31,12.85,0.25,,,
178,05/29/2022 11:42:58,32.38,12.47,-0.13,,,
179,05/29/2022 11:43:58,32.42,12.59,0.05,,,
180,05/29/2022 11:44:58,32.44,12.36,-0.19,,,
181,05/29/2022 11:45:58,32.47,12.46,-0.06,,,
182,05/29/2022 11:46:58,32.53,12.94,0.50,,,
183,05/29/2022 11:47:58,32.60,12.91,0.53,,,
184,05/29/2022 11:48:58,32.63,12.40,0.00,,,
185,05/29/2022 11:49:58,32.69,12.31,-0.06,,,
186,05/29/2022 11:50:58,32.73,12.39,0.06,,,
187,05/29/2022 11:51:58,32.76,12.51,0.22,,,
188,05/29/2022 11:52:58,32.83,12.37,0.12,,,
189,05/29/2022 11:53:58,32.86,12.41,0.18,,,
190,05/29/2022 11:54:58,32.89,12.19,-0.04,,,
191,05/29/2022 11:55:58,32.92,12.14,-0.07,,,
192,05/29/2022 11:56:58,32.97,12.25,0.09,,,
193,05/29/2022 11:57:58,32.98,12.33,0.19,,,
194,05/29/2022 11:58:58,32.97,12.32,0.16,,,
195,05/29/2022 11:59:58,32.94,12.10,-0.10,,,
196,05/29/2022 12:00:58,32.93,12.00,-0.22,,,
197,05/29/2022 12:01:58,32.90,11.78,-0.49,,,
198,05/29/2022 12:02:58,32.90,12.08,-0.16,,,
199,05/29/2022 12:03:58,32.91,12.55,0.38,,,
200,05/29/2022 12:04:58,32.91,12.47,0.29,,,
201,05/29/2022 12:05:58,32.92,12.89,0.76,,,
202,05/29/2022 12:06:58,32.92,12.70,0.56,,,
203,05/29/2022 12:07:58,32.94,12.58,0.44,,,
204,05/29/2022 12:08:58,32.93,12.08,-0.13,,,
205,05/29/2022 12:09:58,32.96,12.30,0.14,,,
206,05/29/2022 12:10:58,32.94,13.08,0.98,,,
207,05/29/2022 12:11:58,32.97,12.22,0.06,,,
208,05/29/2022 12:12:58,32.94,12.74,0.61,,,
209,05/29/2022 12:13:58,32.97,12.05,-0.14,,,
210,05/29/2022 12:14:58,32.97,11.99,-0.21,,,
211,05/29/2022 12:15:58,32.93,12.11,-0.09,,,
212,05/29/2022 12:16:58,32.90,11.67,-0.63,,,
213,05/29/2022 12:17:58,32.87,11.92,-0.36,,,
214,05/29/2022 12:18:58,32.86,12.02,-0.26,,,
215,05/29/2022 12:19:58,32.79,12.28,-0.01,,,
216,05/29/2022 12:20:58,32.79,12.28,-0.01,,,
217,05/29/2022 12:21:58,32.81,12.47,0.21,,,
218,05/29/2022 12:22:58,32.78,11.89,-0.47,,,
219,05/29/2022 12:23:58,32.74,14.13,1.89,,,
220,05/29/2022 12:24:58,32.72,12.46,0.14,,,
221,05/29/2022 12:25:58,32.74,12.62,0.33,,,
222,05/29/2022 12:26:58,32.75,12.50,0.20,,,
223,05/29/2022 12:27:58,32.81,12.36,0.08,,,
224,05/29/2022 12:28:58,32.77,12.12,-0.21,,,
225,05/29/2022 12:29:58,32.78,11.97,-0.37,,,
226,05/29/2022 12:30:58,32.84,12.09,-0.19,,,
227,05/29/2022 12:31:58,32.85,11.58,-0.78,,,
228,05/29/2022 12:32:58,32.88,11.61,-0.72,,,
229,05/29/2022 12:33:58,32.90,11.91,-0.35,,,
230,05/29/2022 12:34:58,32.92,11.49,-0.83,,,
231,05/29/2022 12:35:58,32.96,11.41,-0.90,,,
232,05/29/2022 12:36:58,32.99,11.77,-0.44,,,
233,05/29/2022 12:37:58,33.04,11.33,-0.92,,,
234,05/29/2022 12:38:58,33.05,11.24,-1.03,,,
235,05/29/2022 12:39:58,33.09,11.22,-1.01,,,
236,05/29/2022 12:40:58,33.12,11.40,-0.79,,,
237,05/29/2022 12:41:58,33.15,11.55,-0.58,,,
238,05/29/2022 12:42:58,33.17,11.52,-0.60,,,
239,05/29/2022 12:43:58,33.21,11.76,-0.29,,,
240,05/29/2022 12:44:58,33.27,11.70,-0.31,,,
241,05/29/2022 12:45:58,33.32,11.11,-0.98,,,
242,05/29/2022 12:46:58,33.35,11.53,-0.45,,,
243,05/29/2022 12:47:58,33.40,11.09,-0.94,,,
244,05/29/2022 12:48:58,33.46,11.28,-0.66,,,
245,05/29/2022 12:49:58,33.51,11.30,-0.60,,,
246,05/29/2022 12:50:58,33.57,11.25,-0.61,,,
247,05/29/2022 12:51:58,33.71,11.74,0.08,,,
248,05/29/2022 12:52:58,34.08,11.43,-0.01,,,
249,05/29/2022 12:53:58,34.79,11.47,0.58,,,
250,05/29/2022 12:54:58,35.77,11.50,1.37,,,
251,05/29/2022 12:55:58,36.86,10.36,0.75,,,
252,05/29/2022 12:56:58,37.76,10.73,1.92,,,
253,05/29/2022 12:57:58,38.63,10.40,2.13,,,
254,05/29/2022 12:58:58,39.35,9.98,2.10,,,
255,05/29/2022 12:59:58,39.89,9.13,1.27,,,
256,05/29/2022 13:00:58,40.32,9.10,1.53,,,
257,05/29/2022 13:01:58,40.76,9.19,2.00,,,
258,05/29/2022 13:02:58,41.18,9.14,2.24,,,
259,05/29/2022 13:03:58,41.52,8.78,1.92,,,
260,05/29/2022 13:04:58,41.72,8.80,2.09,,,
261,05/29/2022 13:05:58,41.00,8.53,1.13,,,
262,05/29/2022 13:06:18,,,,Logged,,
263,05/29/2022 13:06:21,,,,Logged,,
264,05/29/2022 13:06:58,39.99,9.01,1.16,,,
265,05/29/2022 13:07:58,38.96,9.16,0.61,,,
266,05/29/2022 13:08:16,,,,,Logged,Logged
