#,Date-Time (CDT),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Button Down,Host Connected,End of File
63,05/27/2022 22:16:48,23.80,32.42,6.32,,,
64,05/27/2022 22:17:48,23.70,32.58,6.30,,,
65,05/27/2022 22:18:48,23.60,32.79,6.31,,,
66,05/27/2022 22:19:48,23.46,32.86,6.22,,,
67,05/27/2022 22:20:48,23.37,33.13,6.26,,,
68,05/27/2022 22:21:48,23.25,33.18,6.18,,,
69,05/27/2022 22:22:48,23.16,33.34,6.17,,,
70,05/27/2022 22:23:48,23.05,33.50,6.14,,,
71,05/27/2022 22:24:48,22.95,33.65,6.12,,,
72,05/27/2022 22:25:48,22.86,33.82,6.12,,,
73,05/27/2022 22:26:48,22.73,34.05,6.10,,,
74,05/27/2022 22:27:48,22.57,34.27,6.05,,,
75,05/27/2022 22:28:48,22.52,34.34,6.04,,,
76,05/27/2022 22:29:48,22.40,34.53,6.01,,,
77,05/27/2022 22:30:48,22.33,34.56,5.96,,,
78,05/27/2022 22:31:48,22.28,34.76,6.00,,,
79,05/27/2022 22:32:48,22.23,34.78,5.96,,,
80,05/27/2022 22:33:48,22.18,34.94,5.98,,,
81,05/27/2022 22:34:48,22.11,35.05,5.97,,,
82,05/27/2022 22:35:48,22.10,35.13,6.00,,,
83,05/27/2022 22:36:48,22.11,35.17,6.02,,,
84,05/27/2022 22:37:48,22.09,35.24,6.03,,,
85,05/27/2022 22:38:48,22.11,35.17,6.02,,,
86,05/27/2022 22:39:48,22.12,35.18,6.04,,,
87,05/27/2022 22:40:48,22.16,35.25,6.09,,,
88,05/27/2022 22:41:48,22.19,35.20,6.10,,,
89,05/27/2022 22:42:48,22.24,35.20,6.15,,,
90,05/27/2022 22:43:48,22.28,35.16,6.17,,,
91,05/27/2022 22:44:48,22.33,35.04,6.16,,,
92,05/27/2022 22:45:48,22.42,34.95,6.21,,,
93,05/27/2022 22:46:48,22.47,34.93,6.23,,,
94,05/27/2022 22:47:48,22.55,35.08,6.37,,,
95,05/27/2022 22:48:48,22.62,35.01,6.40,,,
96,05/27/2022 22:49:48,22.67,34.94,6.42,,,
97,05/27/2022 22:50:48,22.76,34.52,6.32,,,
98,05/27/2022 22:51:48,22.83,34.68,6.45,,,
99,05/27/2022 22:52:48,22.88,34.39,6.38,,,
100,05/27/2022 22:53:48,22.95,34.27,6.38,,,
101,05/27/2022 22:54:48,23.03,34.30,6.47,,,
102,05/27/2022 22:55:48,23.08,34.18,6.46,,,
103,05/27/2022 22:56:48,23.15,34.09,6.48,,,
104,05/27/2022 22:57:48,23.21,34.06,6.52,,,
105,05/27/2022 22:58:48,23.26,33.94,6.52,,,
106,05/27/2022 22:59:48,23.35,33.87,6.56,,,
107,05/27/2022 23:00:48,23.42,33.81,6.60,,,
108,05/27/2022 23:01:48,23.43,33.67,6.55,,,
109,05/27/2022 23:02:48,23.52,33.58,6.58,,,
110,05/27/2022 23:03:48,23.59,33.51,6.62,,,
111,05/27/2022 23:04:48,23.64,33.49,6.65,,,
112,05/27/2022 23:05:48,23.68,33.38,6.64,,,
113,05/27/2022 23:06:48,23.73,33.36,6.68,,,
114,05/27/2022 23:07:48,23.77,33.23,6.66,,,
115,05/27/2022 23:08:48,23.83,33.19,6.69,,,
116,05/27/2022 23:09:48,23.86,33.20,6.72,,,
117,05/27/2022 23:10:48,23.89,33.13,6.72,,,
118,05/27/2022 23:11:48,23.92,33.02,6.70,,,
119,05/27/2022 23:12:48,23.95,33.05,6.73,,,
120,05/27/2022 23:13:48,23.98,32.94,6.71,,,
121,05/27/2022 23:14:48,24.03,32.91,6.74,,,
122,05/27/2022 23:15:48,24.06,32.88,6.76,,,
123,05/27/2022 23:16:48,24.11,32.81,6.76,,,
124,05/27/2022 23:17:48,24.12,32.79,6.77,,,
125,05/27/2022 23:18:48,24.15,32.73,6.76,,,
126,05/27/2022 23:19:48,24.17,32.66,6.75,,,
127,05/27/2022 23:20:48,24.14,32.59,6.69,,,
128,05/27/2022 23:21:48,24.16,32.62,6.72,,,
129,05/27/2022 23:22:48,24.16,32.62,6.72,,,
130,05/27/2022 23:23:48,24.16,32.60,6.72,,,
131,05/27/2022 23:24:48,24.15,32.63,6.72,,,
132,05/27/2022 23:25:48,24.13,32.71,6.74,,,
133,05/27/2022 23:26:48,24.13,32.75,6.76,,,
134,05/27/2022 23:27:48,24.04,32.80,6.70,,,
135,05/27/2022 23:28:48,23.98,32.87,6.68,,,
136,05/27/2022 23:29:48,23.95,32.94,6.68,,,
137,05/27/2022 23:30:48,23.88,33.08,6.69,,,
138,05/27/2022 23:31:48,23.82,33.18,6.68,,,
139,05/27/2022 23:32:48,23.72,33.35,6.66,,,
140,05/27/2022 23:33:48,23.64,33.52,6.66,,,
141,05/27/2022 23:34:48,23.58,33.65,6.67,,,
142,05/27/2022 23:35:48,23.44,33.93,6.67,,,
143,05/27/2022 23:36:48,23.35,33.98,6.61,,,
144,05/27/2022 23:37:48,23.27,34.21,6.64,,,
145,05/27/2022 23:38:48,23.18,34.35,6.62,,,
146,05/27/2022 23:39:48,23.07,34.51,6.59,,,
147,05/27/2022 23:40:48,22.98,34.67,6.58,,,
148,05/27/2022 23:41:48,22.86,34.73,6.50,,,
149,05/27/2022 23:42:48,22.76,34.99,6.51,,,
150,05/27/2022 23:43:48,22.66,35.18,6.51,,,
151,05/27/2022 23:44:48,22.61,35.27,6.50,,,
152,05/27/2022 23:45:48,22.49,35.51,6.49,,,
153,05/27/2022 23:46:48,22.43,35.61,6.49,,,
154,05/27/2022 23:47:48,22.38,35.81,6.52,,,
155,05/27/2022 23:48:48,22.31,35.87,6.48,,,
156,05/27/2022 23:49:48,22.27,35.95,6.48,,,
157,05/27/2022 23:50:48,22.22,36.08,6.49,,,
158,05/27/2022 23:51:48,22.18,36.22,6.51,,,
159,05/27/2022 23:52:48,22.14,36.29,6.50,,,
160,05/27/2022 23:53:48,22.09,36.41,6.51,,,
161,05/27/2022 23:54:48,22.11,36.46,6.54,,,
162,05/27/2022 23:55:48,22.11,36.56,6.58,,,
163,05/27/2022 23:56:48,22.08,36.56,6.56,,,
164,05/27/2022 23:57:48,22.11,36.58,6.59,,,
165,05/27/2022 23:58:48,22.14,36.63,6.64,,,
166,05/27/2022 23:59:48,22.17,36.61,6.65,,,
167,05/28/2022 00:00:48,22.22,36.58,6.69,,,
168,05/28/2022 00:01:48,22.27,36.52,6.71,,,
169,05/28/2022 00:02:48,22.32,36.44,6.72,,,
170,05/28/2022 00:03:48,22.38,36.39,6.76,,,
171,05/28/2022 00:04:48,22.43,36.30,6.76,,,
172,05/28/2022 00:05:48,22.51,36.21,6.79,,,
173,05/28/2022 00:06:48,22.57,36.16,6.83,,,
174,05/28/2022 00:07:48,22.65,36.12,6.88,,,
175,05/28/2022 00:08:48,22.70,35.98,6.87,,,
176,05/28/2022 00:09:48,22.78,35.94,6.92,,,
177,05/28/2022 00:10:48,22.82,35.77,6.89,,,
178,05/28/2022 00:11:48,22.87,35.65,6.89,,,
179,05/28/2022 00:12:48,22.95,35.66,6.96,,,
180,05/28/2022 00:13:48,23.00,35.57,6.97,,,
181,05/28/2022 00:14:48,23.08,35.40,6.97,,,
182,05/28/2022 00:15:48,23.16,35.33,7.01,,,
183,05/28/2022 00:16:48,23.21,35.23,7.01,,,
184,05/28/2022 00:17:48,23.28,35.13,7.04,,,
185,05/28/2022 00:18:48,23.38,34.96,7.05,,,
186,05/28/2022 00:19:48,23.40,34.91,7.05,,,
187,05/28/2022 00:20:48,23.47,34.89,7.11,,,
188,05/28/2022 00:21:48,23.56,34.78,7.13,,,
189,05/28/2022 00:22:48,23.61,34.75,7.17,,,
190,05/28/2022 00:23:48,23.66,34.62,7.15,,,
191,05/28/2022 00:24:48,23.69,34.61,7.18,,,
192,05/28/2022 00:25:48,23.75,34.52,7.20,,,
193,05/28/2022 00:26:48,23.80,34.49,7.22,,,
194,05/28/2022 00:27:48,23.87,34.48,7.28,,,
195,05/28/2022 00:28:48,23.89,34.46,7.29,,,
196,05/28/2022 00:29:48,23.95,34.37,7.30,,,
197,05/28/2022 00:30:48,23.99,34.38,7.34,,,
198,05/28/2022 00:31:48,24.06,34.33,7.39,,,
199,05/28/2022 00:32:48,24.09,34.24,7.37,,,
200,05/28/2022 00:33:48,24.13,34.27,7.42,,,
201,05/28/2022 00:34:48,24.20,34.18,7.45,,,
202,05/28/2022 00:35:48,24.23,34.17,7.46,,,
203,05/28/2022 00:36:48,24.23,34.26,7.50,,,
204,05/28/2022 00:37:48,24.27,34.23,7.52,,,
205,05/28/2022 00:38:48,24.31,34.29,7.58,,,
206,05/28/2022 00:39:48,24.30,34.38,7.62,,,
207,05/28/2022 00:40:48,24.32,34.47,7.67,,,
208,05/28/2022 00:41:48,24.28,34.44,7.62,,,
209,05/28/2022 00:42:48,24.29,34.57,7.69,,,
210,05/28/2022 00:43:48,24.26,34.68,7.70,,,
211,05/28/2022 00:44:48,24.21,34.74,7.69,,,
212,05/28/2022 00:45:48,24.16,34.90,7.71,,,
213,05/28/2022 00:46:48,24.06,35.10,7.71,,,
214,05/28/2022 00:47:48,24.04,35.13,7.71,,,
215,05/28/2022 00:48:48,23.94,35.33,7.70,,,
216,05/28/2022 00:49:48,23.87,35.57,7.74,,,
217,05/28/2022 00:50:48,23.79,35.73,7.73,,,
218,05/28/2022 00:51:48,23.66,35.99,7.72,,,
219,05/28/2022 00:52:48,23.54,36.07,7.65,,,
220,05/28/2022 00:53:48,23.42,36.38,7.67,,,
221,05/28/2022 00:54:48,23.35,36.52,7.66,,,
222,05/28/2022 00:55:48,23.24,36.77,7.67,,,
223,05/28/2022 00:56:48,23.13,37.07,7.69,,,
224,05/28/2022 00:57:48,23.02,37.31,7.69,,,
225,05/28/2022 00:58:48,22.88,37.61,7.68,,,
226,05/28/2022 00:59:48,22.77,37.90,7.69,,,
227,05/28/2022 01:00:48,22.66,38.25,7.73,,,
228,05/28/2022 01:01:48,22.56,38.47,7.73,,,
229,05/28/2022 01:02:48,22.42,38.63,7.67,,,
230,05/28/2022 01:03:48,22.34,38.95,7.71,,,
231,05/28/2022 01:04:48,22.24,39.16,7.70,,,
232,05/28/2022 01:05:48,22.19,39.43,7.75,,,
233,05/28/2022 01:06:48,22.11,39.48,7.71,,,
234,05/28/2022 01:07:48,22.06,39.73,7.75,,,
235,05/28/2022 01:08:48,22.03,39.90,7.79,,,
236,05/28/2022 01:09:48,22.01,39.88,7.76,,,
237,05/28/2022 01:10:48,21.99,40.14,7.85,,,
238,05/28/2022 01:11:48,21.99,40.16,7.85,,,
239,05/28/2022 01:12:48,21.97,40.07,7.80,,,
240,05/28/2022 01:13:48,22.01,40.23,7.88,,,
241,05/28/2022 01:14:48,22.04,40.25,7.92,,,
242,05/28/2022 01:15:48,22.10,40.15,7.94,,,
243,05/28/2022 01:16:48,22.16,39.99,7.93,,,
244,05/28/2022 01:17:48,22.22,39.93,7.97,,,
245,05/28/2022 01:18:48,22.31,39.81,8.00,,,
246,05/28/2022 01:19:48,22.32,39.72,7.98,,,
247,05/28/2022 01:20:48,22.41,39.64,8.03,,,
248,05/28/2022 01:21:48,22.50,39.38,8.02,,,
249,05/28/2022 01:22:48,22.52,39.50,8.08,,,
250,05/28/2022 01:23:48,22.62,39.33,8.10,,,
251,05/28/2022 01:24:48,22.68,39.20,8.11,,,
252,05/28/2022 01:25:48,22.73,38.94,8.06,,,
253,05/28/2022 01:26:48,22.80,39.06,8.16,,,
254,05/28/2022 01:27:48,22.92,38.78,8.16,,,
255,05/28/2022 01:28:48,22.98,38.64,8.17,,,
256,05/28/2022 01:29:48,23.03,38.50,8.16,,,
257,05/28/2022 01:30:48,23.11,38.43,8.20,,,
258,05/28/2022 01:31:48,23.16,38.20,8.16,,,
259,05/28/2022 01:32:48,23.21,38.12,8.17,,,
260,05/28/2022 01:33:48,23.27,38.08,8.21,,,
261,05/28/2022 01:34:48,23.34,38.02,8.24,,,
262,05/28/2022 01:35:48,23.39,38.01,8.28,,,
263,05/28/2022 01:36:48,23.49,37.90,8.33,,,
264,05/28/2022 01:37:48,23.51,37.79,8.31,,,
265,05/28/2022 01:38:48,23.57,37.71,8.33,,,
266,05/28/2022 01:39:48,23.61,37.68,8.36,,,
267,05/28/2022 01:40:48,23.68,37.59,8.38,,,
268,05/28/2022 01:41:48,23.70,37.55,8.38,,,
269,05/28/2022 01:42:48,23.79,37.54,8.46,,,
270,05/28/2022 01:43:48,23.85,37.51,8.50,,,
271,05/28/2022 01:44:48,23.86,37.39,8.46,,,
272,05/28/2022 01:45:48,23.92,37.36,8.51,,,
273,05/28/2022 01:46:48,23.97,37.27,8.51,,,
274,05/28/2022 01:47:48,24.03,37.14,8.51,,,
275,05/28/2022 01:48:48,24.02,37.16,8.51,,,
276,05/28/2022 01:49:48,24.08,37.15,8.56,,,
277,05/28/2022 01:50:48,24.12,37.19,8.61,,,
278,05/28/2022 01:51:48,24.15,37.24,8.66,,,
279,05/28/2022 01:52:48,24.15,37.18,8.64,,,
280,05/28/2022 01:53:48,24.14,37.23,8.65,,,
281,05/28/2022 01:54:48,24.19,37.21,8.68,,,
282,05/28/2022 01:55:48,24.17,37.29,8.70,,,
283,05/28/2022 01:56:48,24.14,37.33,8.68,,,
284,05/28/2022 01:57:48,24.14,37.44,8.73,,,
285,05/28/2022 01:58:48,24.10,37.49,8.71,,,
286,05/28/2022 01:59:48,24.04,37.56,8.69,,,
287,05/28/2022 02:00:48,23.99,37.68,8.69,,,
288,05/28/2022 02:01:48,23.92,37.83,8.69,,,
289,05/28/2022 02:02:48,23.89,37.96,8.71,,,
290,05/28/2022 02:03:48,23.76,38.03,8.63,,,
291,05/28/2022 02:04:48,23.69,38.36,8.69,,,
292,05/28/2022 02:05:48,23.54,38.54,8.62,,,
293,05/28/2022 02:06:48,23.44,38.72,8.61,,,
294,05/28/2022 02:07:48,23.36,38.89,8.60,,,
295,05/28/2022 02:08:48,23.22,39.08,8.54,,,
296,05/28/2022 02:09:48,23.10,39.34,8.54,,,
297,05/28/2022 02:10:48,22.99,39.50,8.50,,,
298,05/28/2022 02:11:48,22.87,39.74,8.48,,,
299,05/28/2022 02:12:48,22.81,39.92,8.49,,,
300,05/28/2022 02:13:48,22.66,40.16,8.45,,,
301,05/28/2022 02:14:48,22.58,40.29,8.43,,,
302,05/28/2022 02:15:48,22.49,40.54,8.43,,,
303,05/28/2022 02:16:48,22.41,40.64,8.40,,,
304,05/28/2022 02:17:48,22.35,40.86,8.42,,,
305,05/28/2022 02:18:48,22.27,41.09,8.44,,,
306,05/28/2022 02:19:48,22.21,41.26,8.44,,,
307,05/28/2022 02:20:48,22.11,41.40,8.40,,,
308,05/28/2022 02:21:48,22.10,41.58,8.46,,,
309,05/28/2022 02:22:48,22.05,41.53,8.39,,,
310,05/28/2022 02:23:48,22.03,41.65,8.42,,,
311,05/28/2022 02:24:48,22.04,41.61,8.41,,,
312,05/28/2022 02:25:48,22.06,41.57,8.42,,,
313,05/28/2022 02:26:48,22.07,41.74,8.49,,,
314,05/28/2022 02:27:48,22.11,41.64,8.49,,,
315,05/28/2022 02:28:48,22.12,41.58,8.48,,,
316,05/28/2022 02:29:48,22.14,41.44,8.45,,,
317,05/28/2022 02:30:48,22.22,41.36,8.49,,,
318,05/28/2022 02:31:48,22.26,41.28,8.50,,,
319,05/28/2022 02:32:48,22.33,41.19,8.52,,,
320,05/28/2022 02:33:48,22.39,41.04,8.53,,,
321,05/28/2022 02:34:48,22.47,40.97,8.57,,,
322,05/28/2022 02:35:48,22.52,40.82,8.56,,,
323,05/28/2022 02:36:48,22.60,40.66,8.57,,,
324,05/28/2022 02:37:48,22.64,40.63,8.60,,,
325,05/28/2022 02:38:48,22.69,40.52,8.61,,,
326,05/28/2022 02:39:48,22.73,40.42,8.61,,,
327,05/28/2022 02:40:48,22.81,40.27,8.62,,,
328,05/28/2022 02:41:48,22.86,40.19,8.64,,,
329,05/28/2022 02:42:48,22.93,40.10,8.66,,,
330,05/28/2022 02:43:48,22.97,39.91,8.63,,,
331,05/28/2022 02:44:48,23.02,39.81,8.64,,,
332,05/28/2022 02:45:48,23.12,39.59,8.65,,,
333,05/28/2022 02:46:48,23.15,39.49,8.64,,,
334,05/28/2022 02:47:48,23.23,39.28,8.63,,,
335,05/28/2022 02:48:48,23.29,39.18,8.65,,,
336,05/28/2022 02:49:48,23.32,39.12,8.65,,,
337,05/28/2022 02:50:48,23.41,39.06,8.71,,,
338,05/28/2022 02:51:48,23.44,38.96,8.70,,,
339,05/28/2022 02:52:48,23.50,38.88,8.71,,,
340,05/28/2022 02:53:48,23.53,38.79,8.71,,,
341,05/28/2022 02:54:48,23.59,38.66,8.72,,,
342,05/28/2022 02:55:48,23.62,38.53,8.69,,,
343,05/28/2022 02:56:48,23.69,38.45,8.72,,,
344,05/28/2022 02:57:48,23.72,38.45,8.75,,,
345,05/28/2022 02:58:48,23.80,38.30,8.76,,,
346,05/28/2022 02:59:48,23.83,38.28,8.78,,,
347,05/28/2022 03:00:48,23.90,38.17,8.81,,,
348,05/28/2022 03:01:48,23.92,38.06,8.78,,,
349,05/28/2022 03:02:48,23.97,37.91,8.76,,,
350,05/28/2022 03:03:48,24.03,37.89,8.81,,,
351,05/28/2022 03:04:48,24.04,37.85,8.80,,,
352,05/28/2022 03:05:48,24.08,37.70,8.77,,,
353,05/28/2022 03:06:48,24.10,37.73,8.80,,,
354,05/28/2022 03:07:48,24.15,37.74,8.86,,,
355,05/28/2022 03:08:48,24.16,37.78,8.88,,,
356,05/28/2022 03:09:48,24.18,37.81,8.91,,,
357,05/28/2022 03:10:48,24.13,37.81,8.86,,,
358,05/28/2022 03:11:48,24.12,37.85,8.87,,,
359,05/28/2022 03:12:48,24.09,37.93,8.88,,,
360,05/28/2022 03:13:48,24.04,37.93,8.84,,,
361,05/28/2022 03:14:48,24.00,37.94,8.80,,,
362,05/28/2022 03:15:48,23.90,38.18,8.81,,,
363,05/28/2022 03:16:48,23.88,38.28,8.83,,,
364,05/28/2022 03:17:48,23.76,38.44,8.79,,,
365,05/28/2022 03:18:48,23.68,38.55,8.75,,,
366,05/28/2022 03:19:48,23.55,38.74,8.71,,,
367,05/28/2022 03:20:48,23.47,38.91,8.71,,,
368,05/28/2022 03:21:48,23.36,39.11,8.68,,,
369,05/28/2022 03:22:48,23.27,39.23,8.65,,,
370,05/28/2022 03:23:48,23.17,39.43,8.63,,,
371,05/28/2022 03:24:48,23.07,39.63,8.61,,,
372,05/28/2022 03:25:48,23.00,39.94,8.67,,,
373,05/28/2022 03:26:48,22.85,40.15,8.62,,,
374,05/28/2022 03:27:48,22.73,40.36,8.59,,,
375,05/28/2022 03:28:48,22.63,40.56,8.56,,,
376,05/28/2022 03:29:48,22.54,40.73,8.55,,,
377,05/28/2022 03:30:48,22.46,40.88,8.53,,,
378,05/28/2022 03:31:48,22.40,41.05,8.54,,,
379,05/28/2022 03:32:48,22.29,41.13,8.47,,,
380,05/28/2022 03:33:48,22.22,41.38,8.50,,,
381,05/28/2022 03:34:48,22.19,41.54,8.52,,,
382,05/28/2022 03:35:48,22.08,41.69,8.48,,,
383,05/28/2022 03:36:48,22.03,41.86,8.49,,,
384,05/28/2022 03:37:48,21.99,41.92,8.48,,,
385,05/28/2022 03:38:48,21.94,42.03,8.47,,,
386,05/28/2022 03:39:48,21.91,42.12,8.47,,,
387,05/28/2022 03:40:48,21.88,42.15,8.46,,,
388,05/28/2022 03:41:48,21.92,42.23,8.53,,,
389,05/28/2022 03:42:48,21.94,42.34,8.58,,,
390,05/28/2022 03:43:48,21.97,42.24,8.58,,,
391,05/28/2022 03:44:48,22.03,42.04,8.56,,,
392,05/28/2022 03:45:48,22.05,42.05,8.58,,,
393,05/28/2022 03:46:48,22.13,42.06,8.66,,,
394,05/28/2022 03:47:48,22.20,41.96,8.68,,,
395,05/28/2022 03:48:48,22.25,41.84,8.69,,,
396,05/28/2022 03:49:48,22.35,41.61,8.69,,,
397,05/28/2022 03:50:48,22.40,41.44,8.68,,,
398,05/28/2022 03:51:48,22.48,41.30,8.70,,,
399,05/28/2022 03:52:48,22.53,41.18,8.70,,,
400,05/28/2022 03:53:48,22.62,41.03,8.73,,,
401,05/28/2022 03:54:48,22.68,40.90,8.74,,,
402,05/28/2022 03:55:48,22.72,40.73,8.71,,,
403,05/28/2022 03:56:48,22.82,40.61,8.75,,,
404,05/28/2022 03:57:48,22.88,40.46,8.76,,,
405,05/28/2022 03:58:48,22.94,40.31,8.75,,,
406,05/28/2022 03:59:48,23.01,40.11,8.74,,,
407,05/28/2022 04:00:48,23.08,39.95,8.74,,,
408,05/28/2022 04:01:48,23.14,39.82,8.75,,,
409,05/28/2022 04:02:48,23.21,39.66,8.75,,,
410,05/28/2022 04:03:48,23.28,39.44,8.74,,,
411,05/28/2022 04:04:48,23.35,39.25,8.72,,,
412,05/28/2022 04:05:48,23.41,39.18,8.75,,,
413,05/28/2022 04:06:48,23.42,39.09,8.73,,,
414,05/28/2022 04:07:48,23.51,39.00,8.77,,,
415,05/28/2022 04:08:48,23.55,38.85,8.75,,,
416,05/28/2022 04:09:48,23.61,38.77,8.78,,,
417,05/28/2022 04:10:48,23.68,38.66,8.79,,,
418,05/28/2022 04:11:48,23.72,38.47,8.76,,,
419,05/28/2022 04:12:48,23.79,38.46,8.81,,,
420,05/28/2022 04:13:48,23.85,38.39,8.84,,,
421,05/28/2022 04:14:48,23.85,38.33,8.82,,,
422,05/28/2022 04:15:48,23.91,38.25,8.85,,,
423,05/28/2022 04:16:48,23.99,38.18,8.89,,,
424,05/28/2022 04:17:48,23.99,38.05,8.84,,,
425,05/28/2022 04:18:48,24.03,37.99,8.85,,,
426,05/28/2022 04:19:48,24.06,37.98,8.88,,,
427,05/28/2022 04:20:48,24.12,37.91,8.89,,,
428,05/28/2022 04:21:48,24.11,37.88,8.87,,,
429,05/28/2022 04:22:48,24.14,37.81,8.87,,,
430,05/28/2022 04:23:48,24.14,37.81,8.87,,,
431,05/28/2022 04:24:48,24.18,37.76,8.89,,,
432,05/28/2022 04:25:48,24.21,37.71,8.90,,,
433,05/28/2022 04:26:48,24.23,37.66,8.89,,,
434,05/28/2022 04:27:48,24.26,37.63,8.91,,,
435,05/28/2022 04:28:48,24.26,37.63,8.91,,,
436,05/28/2022 04:29:48,24.24,37.59,8.87,,,
437,05/28/2022 04:30:48,24.27,37.56,8.89,,,
438,05/28/2022 04:31:48,24.26,37.60,8.90,,,
439,05/28/2022 04:32:48,24.20,37.69,8.88,,,
440,05/28/2022 04:33:48,24.23,37.77,8.94,,,
441,05/28/2022 04:34:48,24.16,37.81,8.89,,,
442,05/28/2022 04:35:48,24.09,37.87,8.85,,,
443,05/28/2022 04:36:48,24.04,38.02,8.87,,,
444,05/28/2022 04:37:48,23.97,38.16,8.86,,,
445,05/28/2022 04:38:48,23.86,38.25,8.80,,,
446,05/28/2022 04:39:48,23.79,38.42,8.80,,,
447,05/28/2022 04:40:48,23.67,38.66,8.78,,,
448,05/28/2022 04:41:48,23.56,38.76,8.73,,,
449,05/28/2022 04:42:48,23.45,38.94,8.70,,,
450,05/28/2022 04:43:48,23.37,39.12,8.69,,,
451,05/28/2022 04:44:48,23.25,39.35,8.67,,,
452,05/28/2022 04:45:48,23.16,39.52,8.66,,,
453,05/28/2022 04:46:48,23.01,39.70,8.59,,,
454,05/28/2022 04:47:48,22.91,39.98,8.60,,,
455,05/28/2022 04:48:48,22.81,40.11,8.56,,,
456,05/28/2022 04:49:48,22.71,40.33,8.56,,,
457,05/28/2022 04:50:48,22.61,40.53,8.53,,,
458,05/28/2022 04:51:48,22.49,40.75,8.51,,,
459,05/28/2022 04:52:48,22.38,40.95,8.48,,,
460,05/28/2022 04:53:48,22.28,41.11,8.45,,,
461,05/28/2022 04:54:48,22.19,41.40,8.47,,,
462,05/28/2022 04:55:48,22.10,41.60,8.47,,,
